user_id,type,provider,provider_account_id,refresh_token,access_token,expires_at,token_type,scope,id_token,session_state
user-29,oauth,github,f7c7515d-8691-4bc6-9901-e6070d54d03c,450e9eae-06a8-4a55-9b11-775430b545eb,939b665c-2c6a-4bd0-9407-813f1d4c4eb2,1673409854,Bearer,read:user user:email,260f4382-70e2-4ee0-8b09-a25d183b4a2a,ab8f0033-fbe8-4ad5-a1e7-77745a4ceaca
user-30,oauth,microsoft,d5a37e68-75b8-445e-9aa4-bed09aab3446,3341368a-d6f7-4ed2-ae00-9635b76ea008,b439d5dd-d071-4982-aec8-cb09505431f2,1678158710,Bearer,read:user user:email,e87c47f5-0447-4c89-ba46-33bbe2bc7c1d,c1398292-1e01-47a0-8b93-9f739b4d3dae
user-31,oauth,google,1cdea91b-a6af-42bf-b388-8b43903a9205,6e579367-0c5b-457c-bd8d-57251cbae6ad,7c0b8d82-081d-44f6-86c1-ca79de4e6d8c,1692357123,Bearer,read:user user:email,c456ce95-2530-41d8-81d0-deb23511e9be,6b9fe718-8f0e-420c-9e46-dcd9567e8eb3
user-32,oauth,github,f5153913-4ed5-461c-a855-024b18f04373,8273e7c9-bd68-48d5-ac49-eb7899ca1eeb,ab4934b8-2b15-46a7-8e8a-afb62bafd1b9,1679410803,Bearer,read:user user:email,a748e99b-b476-4c79-94f9-07dee123899d,cf112093-ded5-4748-9391-72f114ca51b9
user-33,oauth,google,1003f17a-b5ed-4a52-8438-45e54b4bf694,f836acdd-9890-4cf0-a882-d4bed8b2e0f4,8a514d6e-cef3-4a01-8b5e-0bdd8c445c8e,1692391674,Bearer,read:user user:email,7e06bbc3-b330-4e27-93c5-48478be32a31,87f4273a-14c2-492a-848b-48731533d600
user-34,oauth,github,e0e012f8-3391-4074-a79c-60acd89a92cb,7cf9421b-8107-4882-a50b-8cb98cc48b70,f3b4cfc6-aaeb-4cb5-a451-36a9978a0aca,1647854955,Bearer,read:user user:email,e483236d-a5b2-40f6-a8cc-4684b7265f3c,0cabf821-033d-4650-acf7-f6671cc5afba
user-35,oauth,microsoft,011e1ebc-229e-4328-a779-983e7ffc543a,3958a918-c2f2-46f4-acef-6ad3aa44fa9f,260a45b4-e960-41be-a59a-6696ee6a830d,1671390721,Bearer,read:user user:email,42edacb2-a306-42df-ac4f-e43649578d79,465c12ed-45c6-4f18-b303-8dab23b94a59
user-36,oauth,github,2a765dcf-9c53-44ce-8456-d2d22764003d,05414fee-aa05-422e-9d46-e865b2789bdd,9f56d956-0d90-4ff8-b88c-06dd1fa5a867,1682142099,Bearer,read:user user:email,4891aa94-8be3-44e9-b1c4-4af448f01723,d76466c1-031f-4555-b2ca-fdfcc3297eaf
user-37,oauth,microsoft,e23371b2-8878-4897-a521-5c5b61198925,3695a72f-f4c9-4736-96a4-3baf305333b2,29bb0505-4b32-4ed2-9fb3-01fc81e72fc3,1650376070,Bearer,read:user user:email,d9cb4869-fcae-430d-b55d-69f41587be36,4efda448-761d-4333-9e2e-f3739ed8a2bb
user-38,oauth,microsoft,83249eca-dbc8-4e87-98be-c6b2230e8999,849f2054-2f5a-487c-9a73-d120924ede62,7a432e5a-9d0e-492f-8337-4718023716c4,1699451832,Bearer,read:user user:email,b2458895-72f4-441a-b3c1-d5cfc8997c18,e4330683-fa26-42d0-8e44-a167a2a1150b
user-39,oauth,github,1f445212-591a-4538-afce-fbede9285af1,e529bf06-d784-4f32-bbfa-603a0c4b61e7,618e41f4-3322-4780-b121-05de3d26843a,1650303245,Bearer,read:user user:email,6468f9c8-a065-4396-b0a7-6489360fa503,6f95f046-b6b4-445d-934b-910080f49aaa
user-40,oauth,google,440e38fe-2c6e-41b3-b8e2-1cbe1eb502fe,f3e85b01-005a-4329-a6bf-7b16599af465,f6dfc5a2-a8a0-41eb-b2f9-d4f53ae67650,1701662627,Bearer,read:user user:email,c1473a1e-4b54-46db-a5e8-af37988c521d,240a1beb-c8cb-45d2-ae28-1a230d237c88
user-41,oauth,google,b7381450-aeeb-4973-ae3c-dd493fbd2ce4,5135e07b-356a-4925-8ebe-fc5756649e2a,57cb1633-f59b-4d28-8c86-af4216af67ad,1701587675,Bearer,read:user user:email,56e16f16-d34b-4d10-8d00-9e1792e34174,bfa85856-7f60-4f92-a902-d009a40b7dcd
user-42,oauth,microsoft,486a19fb-b402-499f-9642-40d7c9243a0a,0d9726e1-d5b5-4ba6-beef-f3a2dd75f08c,99bd32ec-4449-4769-aa2e-11c3c840ce93,1652962802,Bearer,read:user user:email,56caa34f-3625-419b-bb4a-7a864cc8fd2c,010150df-1ba2-4311-944a-ae69b8cfe4ad
user-43,oauth,github,c5a73825-7d9c-49b0-a6fb-3172232b46b6,173a4031-937a-49ed-8138-cb2339fba0c5,555cee45-029a-4e02-b259-c5a5e79f03da,1676130058,Bearer,read:user user:email,282e999c-b73b-438e-b3a3-bdb8e4500f66,d7875631-b512-4686-bd69-e8cdac6e2448
user-44,oauth,github,bce677e0-222b-4e9a-880d-d8383d851b4d,24e7472e-4d9c-4b41-ae3e-50f03eb320e5,1c301dce-b12b-41bf-81ee-82feb97b2ef3,1693333000,Bearer,read:user user:email,ecf671d8-1a2d-4a87-98a7-92b7d819a9ab,a4c0fef8-2dab-44c7-9457-e53d67a4d920
user-45,oauth,github,aead1198-f66a-4197-934b-1d8c69acc966,72383398-ebc8-44d4-abd2-d5524f36146f,e38bf480-a9ce-4a89-aa82-f3889aa97342,1647664434,Bearer,read:user user:email,4d668232-9fac-4634-abc9-2402a458063e,411756e8-92a0-4e6e-b4a0-4937b291758d
user-46,oauth,google,8f88b947-5d4f-4efd-808f-3dd6e5dd76b6,0e3e4594-895d-4b3f-a4e0-bf2d09da7041,a76fafba-af97-4a5a-846c-594a19720a22,1654512816,Bearer,read:user user:email,e4393127-2411-4e12-8e8c-08e59c4ca218,a3797b42-7423-401b-a8e7-43340362b3bc
user-47,oauth,github,2f273622-c676-48a6-8c5e-d580261ab889,104882fa-f6ff-401d-8901-82faf49843f2,dc220c45-a270-42e5-931e-fb7fb39ecf90,1664746075,Bearer,read:user user:email,334e2b82-5b5d-4738-bee0-1e572c7f2d82,6d45e152-e733-4cf1-a5ff-ecb4fb15717a
user-48,oauth,microsoft,9a091763-fc93-483d-b135-18755f301756,c424877f-67f5-420f-8d2e-9f306acdf3af,b6cd5ffb-69df-4873-956c-8f051ac966be,1652013976,Bearer,read:user user:email,850926ca-1947-475e-bb8b-f2719fb6e075,5ae59387-9357-4f5e-9d6a-63e5b1c4490c
user-49,oauth,github,c514f86d-75c5-4845-be1b-2e360186a6eb,329b0675-80f9-4e54-be06-baf48ea8b969,1319ee67-632c-48d0-b3d0-5e4e0783f2df,1675920291,Bearer,read:user user:email,245bf740-6ed1-4796-af08-98bc62594a5a,2ddab1db-8a5b-46e6-8d1d-67a595931222
user-50,oauth,google,fb1b26bb-b587-45c9-bd42-5b8f5dd3ed4b,7d1f1b79-412a-46b2-ad12-e8d5818ca98e,2b493ff8-ec96-4aa2-8bfa-0b69db2e8582,1649411571,Bearer,read:user user:email,ba321486-974d-4dc9-ad18-8ab605f1a8de,6a0b6dd3-1c02-447e-b262-5b4df959ece5
user-51,oauth,microsoft,e94b06f5-9f0a-43e0-b621-e285f0469899,480d799a-90f6-4f18-8fc9-939917269b41,2104159a-a043-4979-b797-413e9878a07e,1668029070,Bearer,read:user user:email,359ae3ab-73e0-4089-934d-dd00679a8e52,b2ea3148-2b67-4e4c-b39f-30bc28560b90
user-52,oauth,github,5ddea340-019f-4395-84ac-a9edd38a3f5f,3d1c0dfb-332e-4a69-ac6b-a7862aaf6452,f6b7fdb4-e325-4c29-90e1-d7d528c61c14,1653286140,Bearer,read:user user:email,85b54e17-b131-4e67-b2ed-661166d7b27f,a4b87bde-751e-41c8-838f-3b6a376e8dd6
user-53,oauth,google,7557cac1-dc0e-4d37-ab2d-fb1401cdddf7,7e443803-11dd-4647-85ea-04af6f12682f,ff9d2a5f-345e-46f2-9291-ff25fc700316,1680729974,Bearer,read:user user:email,99eb93fe-3742-4507-bb94-590822c57e6d,cc2b48e7-a508-4d6d-af58-be76cf030eda
user-54,oauth,microsoft,aa817ec0-cb88-4f66-beb7-e0e47fba1961,3b1345e6-21ee-4caa-add2-64192f4d7b92,89a896b1-dff7-47a1-b461-ccfaa35e48d5,1671649948,Bearer,read:user user:email,24db08b9-cf30-42ca-85b8-bb263ec36248,3b73deaa-9aa8-40d8-b669-3a9cbb74d3f3
user-55,oauth,github,f69698ca-dda9-46f7-a2d2-b482f9dc73f2,bd343bbc-a5ed-46dd-a2d6-095ac803328f,1d02d6ee-5701-4c8b-83ce-ad2c0c7b93b2,1697728857,Bearer,read:user user:email,e28551a1-9081-4320-a59e-b25781c12a1e,27cf2440-9081-4047-a560-8655664ae66d
user-56,oauth,microsoft,f1392275-29d0-489e-94d3-76eda7673174,dbe37e3e-45dd-4858-85d6-5dc1283724a7,210f93c3-2104-4900-99f0-7968bc5b7a37,1679555144,Bearer,read:user user:email,0aed96f6-8070-40e1-951b-3ce193908db2,b1efcfca-7890-43dc-a81c-0d5552c8007c
user-57,oauth,google,4cab175d-0d28-413b-96bc-cd60a116e29e,a8c6aedc-6f8b-4d83-80c8-1359a79b3eb5,b75c43f0-c068-471c-96f3-c559363eddae,1682534540,Bearer,read:user user:email,05b4850a-27ba-4efd-9a5f-1a68a673fd30,50be9fea-0630-491c-af64-40e7eb3543d1
user-58,oauth,github,123d26dc-049f-43f8-90a6-8c227427911d,2760b34c-7247-4c60-ab4e-d41a9a9e085f,3491fb33-63a4-4073-9a9a-1900c2780194,1641071712,Bearer,read:user user:email,8569596d-b48a-408b-9143-fcf5817b19e8,1bf00cdf-779e-4c7c-97b5-e260c9fe1b54
user-59,oauth,google,97d966ec-db0b-4775-91db-14fb027a2354,94557926-c143-4e3d-9acc-8a68216007a9,ccc1e484-5161-4321-9aa8-264e0c30dc3a,1700773556,Bearer,read:user user:email,843b9ddb-31f3-49b6-80c8-7ab815fd2bad,3f7cb065-c994-47e1-b4a9-6b8730cf634e
user-60,oauth,github,53ad40ac-e997-4f46-bc24-f53aea3a3b6c,95e6715a-ef3c-4933-9438-42f8bb493dbd,6a646de6-eef0-4661-96ae-63a367c5bcc6,1694031844,Bearer,read:user user:email,9bc3375a-2b29-4059-adbc-913e0505da12,811ce62f-5d5e-4e0b-b56e-20dc94a35ffb
user-61,oauth,microsoft,3cff6120-4e1b-4ebc-8ae0-bcc486fa56f6,77ff655b-754c-4b9b-bbba-a0fce17412b5,91515518-da1c-4608-b4a1-df0e817e710a,1670373062,Bearer,read:user user:email,152e146a-5894-449b-afa1-d33b79414893,a00fa85b-1a69-4cb7-befb-f818e42ba287
user-62,oauth,github,f79df1ee-7805-41ef-8baf-452f54acd5f9,6dab3009-8f62-47e8-9c95-474ad271b23b,dc66bf52-984b-4dbc-984f-14fa9101d5ea,1685140169,Bearer,read:user user:email,d993f82a-de02-440c-81e9-b9eb1ca78c00,d1da851a-7f7e-44ec-8b50-2a6da2fe29eb
user-63,oauth,microsoft,e641e257-4f2c-4db6-8c7f-e58ff7020c80,013492cc-20bf-4632-ad75-aa762258666f,81ef21e2-0516-463f-a916-d97e489e6ec4,1690279567,Bearer,read:user user:email,3cf263a8-d83d-4d5a-9708-f582618e2be9,35743705-7641-4238-a296-70209a865d85
user-64,oauth,github,27a5d186-d26a-49e6-aa05-983ca226c7b7,d9311ddc-602a-4f0f-b397-4e214903068d,346d1a6c-c61f-4d8e-8f3a-8dd9e9cc8532,1658539443,Bearer,read:user user:email,857e7cba-4edf-4e3e-92b9-4fae41b553b3,9a9e5703-68d1-45a8-9d92-f4b16f161a7c
user-65,oauth,github,15e9b06f-4c68-426d-a79c-9cdd0de58ee3,a81a9c3f-95ee-47cc-b833-628b0515bec3,3e45e6b7-2a0c-4765-ac73-4994ab7360bd,1686666845,Bearer,read:user user:email,51b461d4-c3a1-4078-b059-abeba5e2cb70,ff1d0800-8474-4d8e-831b-ca1823685f98
user-66,oauth,google,716a9734-eb1c-48c7-9846-41c088020cfd,023ab489-5b14-40a2-bf35-0318d733985f,e2ea53d0-74f6-4748-9820-e0d5c76f2389,1687889331,Bearer,read:user user:email,1622a1e4-4720-4597-836a-2d225801e510,e476c07c-157f-4816-972e-26c4b9ea80f2
user-67,oauth,github,4750e3a5-bb31-41a4-a858-bb710ceca1fe,a1e7583a-9a7a-495d-a619-88679dd28d2f,45d9ccce-15f2-4814-aba7-790ed7ff5298,1641311001,Bearer,read:user user:email,aea4fbfc-6e17-4a9c-b650-346f39b1ebdf,da4e07f5-64a6-4561-a75d-504a8b1b9a7c
user-68,oauth,google,f401c753-ade0-4f96-b59d-64bc66714119,4505e460-6a4c-4915-b4a3-0a1e9c1f2f18,cc0f87de-e3ba-4b2e-a77c-5b1f207dd687,1695557403,Bearer,read:user user:email,0fd3bdd5-e602-4a73-b4db-c4fa168f2e47,bc7ffc65-90f2-4c6d-8f11-1f3851fdb624
user-69,oauth,microsoft,7b9ff620-1fd6-4dff-8e54-6297cd0a7014,c1bc4571-c332-4492-96ee-36273cc893ad,9311d4db-e041-4cf4-b3d7-b68e915d6fb6,1670246218,Bearer,read:user user:email,438a186d-b5c0-4c19-8bf7-300e0f8b414b,89d6bb62-31b1-4281-9c7d-ef3bffbd0df3
user-70,oauth,github,75b1a54f-af2a-4f22-a74e-2f9a2d7c3603,eb50c64d-49d1-4f83-ac15-fa73ef5c1876,7f64630e-74fe-4118-b85e-11c38015923b,1662531667,Bearer,read:user user:email,b4c578bb-5fb5-4fbb-a012-bc190c89796f,946aa759-0a92-474a-850a-611e0c62afac
user-71,oauth,google,9aa56ab8-9c73-4569-948b-29d1eacb065f,1592eb10-66c6-44c0-99fe-2d5b0f9e2cb3,562d239e-c36f-45d3-8343-e472406b2dde,1690013782,Bearer,read:user user:email,4ec628b4-f7ed-45a0-a587-fea64ebcf287,90eb93b4-c3cd-4ee1-bedd-ea8ad11c0938
user-72,oauth,google,4f69a429-866d-48da-90dc-9ade55d64262,c9409778-23f4-47f1-8066-276f17c6cabb,8e9a7d40-cdd1-4fd8-a616-892022786a71,1697447373,Bearer,read:user user:email,7d663b00-dcdd-4077-a755-2a4622f8bc48,70477d72-f30b-47bb-b745-69042f0e0c34
user-73,oauth,google,b735be88-4fb8-4ab4-838f-5c2c12391873,432ad92f-9189-4367-9ce8-b6f21ecd21af,ce9b52ac-8455-40ed-85fa-07e072bf1f14,1683331936,Bearer,read:user user:email,90f3f3d4-d468-4678-bced-000d3be0aa91,475589df-d2cb-463b-b106-cfd5d9037a0b
user-74,oauth,google,b424ac32-961d-4e84-829b-64d575769d22,9edc6d54-2ab4-40fa-bdd0-5f17a7f1db3b,3a70d5c2-77f1-49c4-b062-effdcfae8651,1703271669,Bearer,read:user user:email,829c2c27-7331-49ef-9425-a98f81bcad1e,3c178202-c42c-467b-95cc-d5dc9946a325
user-75,oauth,google,07ea7a6f-59b8-45d2-91e7-ba71490d117e,3d3a2232-4b96-44b5-834d-6b524323251e,326549de-df91-43b9-9781-3728b8c91c0e,1648074216,Bearer,read:user user:email,01a152a2-09b4-4acb-bc17-7e57413176bf,89ed1960-7a09-4b9f-b315-b9955356ee7d
user-76,oauth,google,e9aa0588-eb49-4cce-9596-0192b3a7ca4c,a3f6ec43-f289-42bd-ab29-a3049b71f9fb,59d1dae1-b86e-4557-a684-2cef0d62b7b7,1641914962,Bearer,read:user user:email,7940d1b0-b892-44d4-b62a-bb1b0ae1085d,21b82767-885d-4c05-96cd-514669bff21c
user-77,oauth,github,c4013dc7-eb18-4c5d-b845-5728505d1d6b,b0c38f50-e800-4395-9d8c-624d74b5c58f,e2fb35a7-40eb-4f73-8cd7-aeca310df253,1641511098,Bearer,read:user user:email,2a9918dd-8cca-4bfc-b4ca-27504b510641,390fbd63-305d-46bf-881f-271f56e02067
user-78,oauth,github,641e0d34-9354-4c1e-b377-cc2fd75fd870,b354f249-b275-4580-9251-e87fc1f53295,1ec4aadc-767b-4ae8-8175-2dbdaddece65,1682004909,Bearer,read:user user:email,74ab9aee-def1-45c9-9287-8c3fbbe58368,de1a0e6d-8c94-4bb4-8b51-3af42076cc61
user-79,oauth,github,2b8a34b3-d5f3-4b9c-99ec-849df51302df,a43632df-9fcf-4cb6-b570-29961aa8fb14,ef8a180a-7caf-4683-9235-1eb0912a4b76,1669962625,Bearer,read:user user:email,d82d0beb-8335-49e0-a040-698178531014,a6310b15-0f6a-4850-849a-808659da026c
user-80,oauth,microsoft,285e687e-dcb7-4b0b-ad5d-804a883372fa,07ea488a-9b7e-4981-a4d0-82632ca281c7,cdbde713-f4f3-4dde-a5ed-b5fbef986ed5,1687172532,Bearer,read:user user:email,76283ccd-9585-4c20-8f9e-55f2d2b65663,b2b501d3-2cca-4845-b2cb-ce14635acad0
user-81,oauth,google,7185ad5f-84fc-4cbb-897c-78cf6a04d5fc,a8dfabac-3175-4f92-a3c8-e94ad42de7cf,955b11a3-e9ce-454a-b59a-9350b33fb584,1700895223,Bearer,read:user user:email,b94eed3a-039c-41be-b169-8e5b6383b33e,d95a4dc8-3a08-4218-9316-9e192daa8015
user-82,oauth,github,9b4bb2a7-3ce4-4452-aec5-873d1fe0888f,8c971d96-f1e9-4841-9c2a-0ba73dfdfdf4,7daefeb5-2b68-4982-8700-5f1dff359b30,1649101616,Bearer,read:user user:email,f7af9d15-4b40-4131-9b7d-a88732e9d9b8,f20098ec-e3bb-407e-b26e-580d91209829
user-83,oauth,microsoft,c5ed1d4e-4e3f-469e-aceb-94c4dbe3a804,d3676f29-8a2d-4872-85ce-5e9d0e792797,22be5045-7281-4552-9edb-05c8df24b05d,1647851236,Bearer,read:user user:email,2be45ab8-c581-4a72-b97b-b18a08fda062,b76f7e84-c443-4423-9a8f-b40faa67aca7
user-84,oauth,microsoft,a8d1029d-485d-448c-b4df-3a78d66bed34,40c7d855-7ea0-475f-b16d-f1708278f43a,23112a7c-f8b7-4b6a-9010-ef22e56a9d01,1660902938,Bearer,read:user user:email,50654b2b-0d71-4520-b3e5-be6c43e6ab95,8ed92177-7fb5-405c-bc2b-113e1af5041a
user-85,oauth,microsoft,fc50be14-e282-46c9-af8d-d3e5e36ba59e,48ff79b8-ff4e-4446-9c3f-b539f5892a68,069c9b89-2c94-4215-8367-174f37cc0ed7,1667071849,Bearer,read:user user:email,8952e584-3083-4e90-9d49-b68744d7acf8,e29f71af-d2dc-448b-94bc-67788ad4dbe6
